CODMEC,ANO,DEP,NOME,SETEDU,DISTRITO,SUBPREF,DIRET,ZONA,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,EFABAND1S,EFABAND2S,EFABAND3S,EFABAND4S,EFABAND5S,EFABAND6S,EFABAND7S,EFABAND8S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV1S,EFAPROV2S,EFAPROV3S,EFAPROV4S,EFAPROV5S,EFAPROV6S,EFAPROV7S,EFAPROV8S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,EFREPROV1S,EFREPROV2S,EFREPROV3S,EFREPROV4S,EFREPROV5S,EFREPROV6S,EFREPROV7S,EFREPROV8S,TOTALEF_REPROV,CONCLUINTES_EF,EMABAND1S,EMABAND2S,EMABAND3S,EMABAND4S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,EMREPROV4S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,CONCLUINTES_EM,CONCLUINTES_EJA,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAITOTAL,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,EJAIITOTAL,EJATOT
35103780,2015,PARTICULAR,RENASCENCA HEBRAICO BRASILEIRO COLEGIO UNIDADE II,0,SANTA CECILIA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,29,50,39,36,58,45,36,0,0,0,0,0,0,0,0,374,1,1,1,0,0,4,3,4,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,2,1,0,6,20,29,33,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103834,2015,PARTICULAR,OFELIA FONSECA COLEGIO,0,CONSOLACAO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,19,15,19,20,21,22,20,0,0,0,0,0,0,0,0,178,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,4,20,32,20,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103861,2015,PARTICULAR,MACKENZIE COLEGIO PRESBITERIANO,0,CONSOLACAO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,98,115,81,112,123,135,160,166,0,0,0,0,0,0,0,0,1078,0,0,0,0,3,0,4,3,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,39,22,20,0,81,234,160,142,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104206,2015,PARTICULAR,COMPANHIA DE MARIA COLEGIO,0,MOEMA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,36,39,34,26,40,30,32,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,43,23,37,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104334,2015,PARTICULAR,MATER DEI COLEGIO,0,JARDIM PAULISTA,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,25,21,27,17,27,29,26,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,31,22,46,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104449,2015,PARTICULAR,NOSSA SENHORA DAS GRACAS ESCOLA,0,ITAIM BIBI,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,75,89,88,91,83,86,86,83,0,0,0,0,0,0,0,0,770,2,1,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,1,0,4,87,68,71,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104607,2015,PARTICULAR,PALMARES COLEGIO EFM,0,PINHEIROS,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,81,82,84,52,65,69,47,72,0,0,0,0,0,0,0,0,623,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,0,0,7,55,59,73,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104620,2015,PARTICULAR,SANTA CRUZ COLEGIO,0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,165,166,161,165,170,199,197,199,188,0,0,0,0,0,0,0,0,1610,0,0,0,0,0,1,2,2,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,3,0,0,13,204,228,233,0,665,0,0,8,50,3,1,53,26,0,5,102,12,0,0
35104644,2015,PARTICULAR,STELLA MARIS COLEGIO SOC INSTRUCAO E BENEFICENCIA,0,PINHEIROS,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,36,19,40,46,38,34,33,0,0,0,0,0,0,0,0,327,4,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,2,0,4,39,31,38,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104875,2015,PARTICULAR,RAINHA DA PAZ COLEGIO EIFM,0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,112,97,100,90,96,101,108,98,0,0,0,0,0,0,0,0,888,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,2,1,0,7,70,66,70,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104887,2015,PARTICULAR,HUGO SARMENTO COLEGIO EFM,0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,20,22,14,25,19,19,0,0,0,0,0,0,0,0,152,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,4,8,12,22,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104917,2015,PARTICULAR,SANTA CLARA COLEGIO,0,ALTO DE PINHEIROS,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,124,124,121,119,123,106,95,95,0,0,0,0,0,0,0,0,1036,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,82,70,73,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104985,2015,PARTICULAR,BANDEIRANTES COLEGIO EFM,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,185,233,285,0,0,0,0,0,0,0,0,891,0,0,0,0,0,3,1,3,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,27,11,3,0,41,489,493,477,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35104991,2015,PARTICULAR,BENJAMIN CONSTANT COLEGIO,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,126,95,111,94,100,77,101,0,0,0,0,0,0,0,0,939,0,0,0,0,0,2,2,1,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,4,4,0,18,85,64,49,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105028,2015,PARTICULAR,CRISTO REI COLEGIO,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,44,38,59,51,34,37,38,0,0,0,0,0,0,0,0,394,0,2,0,0,0,3,6,3,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,2,0,0,4,16,23,28,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105036,2015,PARTICULAR,I L PERETZ COLEGIO EEIPSG UNIDADE II,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,32,39,48,42,54,50,40,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,27,27,50,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105041,2015,PARTICULAR,MARIA IMACULADA COLEGIO EEIFM,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,51,54,88,68,65,58,51,48,0,0,0,0,0,0,0,0,562,1,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,7,0,0,10,40,47,38,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105053,2015,PARTICULAR,MADRE CABRINI COLEGIO EEIFM,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,47,49,52,40,70,82,70,70,0,0,0,0,0,0,0,0,522,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,8,54,78,47,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105065,2015,PARTICULAR,SAO PAULO COLEGIO METROPOLITANO,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,23,15,26,15,16,20,10,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,17,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105077,2015,PARTICULAR,SANTA CATARINA DE SENA COLEGIO EEIFM,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,22,39,40,38,32,21,31,27,19,0,0,0,0,0,0,0,0,269,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,18,9,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105302,2015,PARTICULAR,JOANA D ARC COLEGIO,0,BUTANTA,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,24,30,27,29,22,13,29,0,0,0,0,0,0,0,0,239,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,29,11,20,0,60,0,0,7,4,0,0,0,0,0,0,0,0,0,0
35105314,2015,PARTICULAR,FRANCISCANO PIO XII COLEGIO,0,VILA ANDRADE,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,102,117,109,96,88,98,73,96,0,0,0,0,0,0,0,0,892,0,2,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,2,0,0,5,62,58,68,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105429,2015,PARTICULAR,PORTO UNIAO COLEGIO,0,BUTANTA,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,30,22,25,28,23,13,41,0,0,0,0,0,0,0,0,227,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,1,0,4,26,15,29,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105569,2015,PARTICULAR,FRIBURGO COLEGIO,0,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,33,39,50,57,40,33,49,0,0,0,0,0,0,0,0,345,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,2,0,0,6,47,30,34,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105600,2015,PARTICULAR,SANTO AMERICO COLEGIO,0,VILA SONIA,BUTANTA,BUTANTA,OESTE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,132,124,134,139,139,140,128,123,121,0,0,0,0,0,0,0,0,1180,2,0,1,0,1,1,4,4,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,6,107,91,98,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105648,2015,PARTICULAR,PORTO SEGURO VISCONDE COLEGIO,0,MORUMBI,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,192,189,145,219,246,215,192,229,0,0,0,0,0,0,0,0,1860,1,2,1,0,0,6,3,6,11,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,12,9,0,0,21,212,167,164,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105910,2015,PARTICULAR,NOSSA SENHORA DO MORUMBI COLEGIO,0,MORUMBI,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,16,22,22,16,20,34,18,0,0,0,0,0,0,0,0,180,1,0,0,1,2,3,1,2,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,1,0,0,6,24,32,21,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105961,2015,PARTICULAR,BEATISSIMA VIRGEM MARIA INSTITUTO DE EDUCACAO,0,BUTANTA,BUTANTA,BUTANTA,OESTE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38,60,53,40,65,75,64,83,49,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,5,50,50,56,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35105971,2015,PARTICULAR,ANHEMBI MORUMBI COLEGIO,0,ITAIM BIBI,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,22,26,26,26,46,31,38,0,0,0,0,0,0,0,0,270,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,7,52,38,38,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106148,2015,PARTICULAR,NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO,0,MOEMA,VILA MARIANA,IPIRANGA,SUL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,179,181,158,166,131,127,108,103,83,0,0,0,0,0,0,0,0,1236,4,0,0,0,1,6,4,7,4,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,12,0,0,0,12,73,76,69,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106367,2015,PARTICULAR,INTERNACIONAL ITALO BRASILEIRO COLEGIO,0,MOEMA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23,35,21,20,19,10,20,0,0,0,0,0,0,0,0,208,1,0,0,0,0,3,2,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,2,12,17,17,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106471,2015,PARTICULAR,JULIO PEREIRA LOPES COLEGIO,0,CAMBUCI,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,16,11,10,16,14,20,0,0,0,0,0,0,0,0,135,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,1,1,0,6,18,27,33,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106616,2015,PARTICULAR,NOSSA SENHORA DA GLORIA COLEGIO MARISTA,0,CAMBUCI,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,82,68,71,67,76,56,64,57,0,0,0,0,0,0,0,0,639,0,1,2,2,1,6,5,5,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,7,8,0,0,15,60,46,47,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106628,2015,PARTICULAR,NOTRE DAME RAINHA DOS APOSTOLOS COLEGIO,0,IPIRANGA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,77,54,77,77,72,82,57,73,0,0,0,0,0,0,0,0,638,0,0,1,1,1,0,1,3,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,2,0,0,3,61,70,51,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106636,2015,PARTICULAR,WALTER BELIAN ESCOLA TECNICA,0,CAMBUCI,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,91,91,90,95,93,85,93,86,0,0,0,0,0,0,0,0,812,1,0,2,0,2,13,8,9,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,4,1,0,0,5,92,47,53,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106677,2015,PARTICULAR,SESI 111 CENTRO EDUCACIONAL,0,IPIRANGA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,94,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,9,81,95,87,0,263,0,0,0,0,0,0,0,0,0,135,59,0,0,0
35106690,2015,PARTICULAR,SAO CAMILO CARDEAL MOTTA UNIDADE I COLEGIO,0,IPIRANGA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,27,22,28,33,38,65,64,0,0,0,0,0,0,0,0,306,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,4,41,47,40,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106756,2015,PARTICULAR,SAO FRANCISCO XAVIER COLEGIO,0,IPIRANGA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,98,98,103,94,102,97,87,88,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,14,91,62,66,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106768,2015,PARTICULAR,VIRGEM PODEROSA COLEGIO,0,SACOMA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,74,91,59,52,79,57,58,73,0,0,0,0,0,0,0,0,636,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,41,42,38,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106781,2015,PARTICULAR,MARIA IMACULADA COLEGIO DR PIERO ROVERSI,0,IPIRANGA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,22,32,39,43,43,65,61,51,68,0,0,0,0,0,0,0,0,424,1,0,0,0,1,5,2,10,5,0,0,0,0,0,0,0,0,24,0,1,1,0,0,2,12,5,0,0,17,71,42,37,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106800,2015,PARTICULAR,LUTERANO COLEGIO SAO PAULO,0,SACOMA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,67,54,39,47,52,63,51,53,0,0,0,0,0,0,0,0,466,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,3,46,29,37,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106811,2015,PARTICULAR,SAO JOSE DOS PADRES DE SION COLEGIO,0,IPIRANGA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,46,35,69,69,55,85,77,0,0,0,0,0,0,0,0,545,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,18,6,0,0,24,57,59,57,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106884,2015,PARTICULAR,FECAP COLEGIO,0,LIBERDADE,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,12,18,3,0,33,163,194,183,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106896,2015,PARTICULAR,SANTO AGOSTINHO COLEGIO,0,LIBERDADE,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,53,49,30,59,61,65,68,58,0,0,0,0,0,0,0,0,495,1,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,3,0,0,9,61,49,47,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106926,2015,PARTICULAR,ADVENTISTA DA LIBERDADE COLEGIO,0,LIBERDADE,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,102,111,115,132,110,141,136,129,0,0,0,0,0,0,0,0,1075,8,1,1,3,0,2,4,6,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,15,12,5,0,32,144,109,90,0,343,0,0,31,1,0,0,0,0,0,0,0,0,0,0
35106999,2015,PARTICULAR,SAO BENTO COLEGIO,0,SE,SE,IPIRANGA,CENTRO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,23,28,18,22,26,25,24,14,0,0,0,0,0,0,0,0,207,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,1,0,0,4,23,13,12,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107049,2015,PARTICULAR,EMILIE DE VILLENEUVE COLEGIO,0,JABAQUARA,JABAQUARA,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,126,130,106,98,108,102,90,71,0,0,0,0,0,0,0,0,980,1,0,2,1,1,0,3,4,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0,10,54,53,54,0,161,0,0,0,0,0,0,17,0,0,0,35,1,0,0
35107050,2015,PARTICULAR,RESSURREICAO COLEGIO,0,JABAQUARA,JABAQUARA,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,46,36,42,57,73,71,97,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,3,49,66,51,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107116,2015,PARTICULAR,NOSSA SENHORA DAS GRACAS ESCOLA,0,JABAQUARA,JABAQUARA,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,46,41,43,54,57,57,65,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,1,0,8,56,39,66,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107128,2015,PARTICULAR,DIVINA PASTORA INSTITUTO,0,JABAQUARA,JABAQUARA,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,44,36,53,40,47,41,47,0,0,0,0,0,0,0,0,392,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,2,0,0,7,26,28,21,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107153,2015,PARTICULAR,SESI 402 CENTRO EDUCACIONAL,0,SACOMA,IPIRANGA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,31,31,31,31,28,30,56,0,0,0,0,0,0,0,0,293,0,1,0,1,1,0,4,4,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5,2,0,0,7,53,58,58,0,169,0,0,0,0,0,0,0,0,0,183,36,0,0,0
35107165,2015,PARTICULAR,PIONEIRO CENTRO EDUCACIONAL,0,SAUDE,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,116,97,75,71,59,47,72,45,0,0,0,0,0,0,0,0,653,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,16,16,15,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107177,2015,PARTICULAR,ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA,0,VILA MARIANA,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,268,240,229,254,277,287,247,236,0,0,0,0,0,0,0,0,2241,0,0,0,1,0,3,8,18,13,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,12,7,6,0,25,237,168,231,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107189,2015,PARTICULAR,BILAC COLEGIO,0,SAUDE,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,9,10,15,13,19,21,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,2,1,0,9,18,22,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35107190,2015,PARTICULAR,NOSSA SENHORA DO ROSARIO COLEGIO,0,SAUDE,VILA MARIANA,IPIRANGA,SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,155,146,142,147,114,137,117,95,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,3,0,6,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,7,2,0,0,9,84,54,77,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
